title,mediaType,eps,duration,ongoing,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes
Assassination Classroom 2nd Season,TV,25,,No,Winter,"Class 3E is about to begin their second semester! And while some things have changed, the class assignment is still the same: kill their teacher before the end of the year! Easier said than done since Koro Sensei's made it clear he won't go down without a fight. Will these students be able to take down the tentacled monster that moves at Mach 20 before he can destroy the world?",['Lerche'],"['Action', 'Comedy', 'Sci Fi', 'Shounen', 'Assassins', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Parody', 'School Life', 'Teaching', 'Based on a Manga']",[],33017,3811,9483,633,4.539,24215
Natsume's Book of Friends Season 3,TV,13,,No,Summer,"Takashi Natsume sees spirits, and with the help of his lazy and sake-guzzling bodyguard Nyanko-sensei he returns to spirits their names that were stolen by his grandmother Reiko Natsume. Not all of the spirits are peaceful though, and he often fights to keep himself and his family and friends safe while at the same time fighting the loneliness that plagued him before he found his home.",[],"['Drama', 'Shoujo', 'Slice of Life', 'Bodyguards', 'Cats', 'Countryside', 'Episodic', 'Iyashikei', 'Japanese Mythology', 'Orphans', 'Supernatural', 'Youkai', 'Based on a Manga']",[],12091,804,6878,208,4.538,9000
Mushishi: Hihamukage,TV Special,1,45,No,,The mushi are said to become uneasy during an eclipse. Tanyuu sends Ginko to monitor a village for the appearance of a mushi that causes a neverending eclipse. Her foreboding is justified when the village is enveloped in darkness...,['Artland'],"['Fantasy', 'Seinen', 'Countryside', 'Illness', 'Supernatural', 'Based on a Manga']",[],6199,137,4025,68,4.537,4480
Mo Dao Zu Shi,Web,15,24,No,,"As the grandmaster who founded the Demonic Sect, Wei WuXian roamed the world in his wanton ways, hated by millions for the chaos he created. In the end, he was back-stabbed by his dearest shidi and killed by powerful clans that combined to overpower him. He incarnates into the body of a lunatic who was abandoned by his clan and is later, unwillingly, taken away by a famous cultivator among the clans—Lan WangJi, his archenemy.",['G.CMay Animation & Film'],"['Action', 'Adventure', 'Mystery', 'Ancient China', 'Chinese Animation', 'Cultivation', 'Historical', 'Rebellions', 'Supernatural', 'Swordplay', 'War', 'Xianxia', 'Zombies', 'Based on a Light Novel']",['Violence'],3250,806,3819,185,4.535,2589
The Disappearance of Haruhi Suzumiya,Movie,1,162,No,,"Yesterday, Kyon was helping prepare for an SOS Brigade Christmas party. But today, he wakes up to a whole other world. Haruhi and the SOS Brigade are gone, Koizumi's class is missing, Asahina doesn't recognize him, Nagato is still a Literary Club member and even Ryoko Asakura has returned. As the only person who notices that everything has changed, Kyon is left to discover what happened to his friends and figure out if his life truly is better without aliens, time travelers and ESPers.",['Kyoto Animation'],"['Drama', 'Sci Fi', 'Shounen', 'Psychological', 'Time Travel', 'Based on a Light Novel']",[],28510,429,14241,375,4.534,20748
Hajime no Ippo: Rising,TV,25,,No,Fall,"Ippo continues to defend his Japanese Featherweight title from an ever stronger pool of challengers. Meanwhile, Takamura challenges for his second WBC title in the middleweight class, and Aoki challenges for the Japanese Lightweight title and Coach Kamogawa and Nekota reminisce about their days as prizefighters after WWII.","['Mappa', 'MADHOUSE']","['Action', 'Drama', 'Shounen', 'Sports', 'Boxing', 'Hand to Hand Combat', 'Based on a Manga']",[],8489,561,2697,111,4.533,6137
Fate/Zero 2,TV,12,,No,Spring,"The Holy Grail War wages unabated. The Servants face the impossible task of allying against Caster to win additional command spells, while beneath this thin veneer of amity, their Masters plot to destroy each other. Saber herself must battle not just the monsters bearing down upon her but the doubts inside her own heart about the path of valor she has chosen. After all, what is the place of ancient righteousness in a modern world where the only rule is to win at any cost? As the Holy Grail War enters its deadliest phase, the world becomes witness to both inconceivable horrors and incredible heroism - but the question remains which will prevail.",['ufotable'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Proxy Battles', 'Rivalries', 'Superpowers', 'Urban Fantasy', 'Based on a Light Novel']",['Violence'],33599,1420,11876,384,4.533,25084
The Garden of Sinners Movie 5: Paradox Paradigm,Movie,1,112,No,,"In November 1998, a double homicide occurs at the newly constructed Ogawa apartment complex. Shiki meets a boy named Tomoe Enjou, a runaway who claims to be the murderer, and lets him use her apartment as his hideout. From that day onward, their strange cohabitation begins. Coincidentally, Mikiya Kokutou is investigating a tip regarding the murder at that unique apartment complex...",['ufotable'],"['Mystery', 'Overpowered Main Characters', 'Supernatural', 'Based on a Light Novel']",[],9496,158,4568,60,4.531,7141
ERASED,TV,12,,No,Winter,"Satoru Fujinuma is a reclusive part-timer with no plans for the future. What sets him apart from the other slackers in his town is an involuntary time travel ability that allows him to jump back several seconds in time in order to prevent accidents and even deaths. As incidents around town begin reminding Satoru of a childhood trauma he'd sooner forget, he finally begins to question what caused his ability to surface and whether or not it's powerful enough to change the past.",['A-1 Pictures'],"['Drama', 'Mystery', 'Seinen', 'Age Transformation', 'Melancholy', 'noitaminA', 'Serial Killers', 'Supernatural', 'Thriller', 'Time Travel', 'Based on a Manga']","['Animal Abuse', 'Mature Themes', 'Physical Abuse', 'Domestic Abuse']",47259,3855,18785,636,4.53,37401
Mo Dao Zu Shi 2,Web,8,,No,,Second season of Mo Dao Zu Shi.,['G.CMay Animation & Film'],"['Action', 'Fantasy', 'Mystery', 'Ancient China', 'Chinese Animation', 'Cultivation', 'Historical', 'Martial Arts', 'Overpowered Main Characters', 'Supernatural', 'Swordplay', 'War', 'Xianxia', 'Zombies']",['Violence'],1595,377,1808,29,4.528,1194
I Want to Eat Your Pancreas,Movie,1,108,No,,"An unnamed protagonist happens to find a diary in a hospital one day. The diary belongs to his classmate, a girl named Sakura Yamauchi, who is revealed to be suffering from a terminal illness in her pancreas, and who only has a few months left to live. Sakura explains that the protagonist is the only person apart from her family that knows about her condition. The protagonist promises to keep Sakura's secret. Despite their completely opposite personalities, the protagonist decides to be together with Sakura during her last few months.",['Studio VOLN'],"['Drama', 'Romance', 'Seinen', 'Coming of Age', 'Illness', 'Opposites Attract', 'School Life', 'Based on a Novel']",[],7349,337,9096,44,4.528,5472
Bunny Drop,TV,11,,No,Summer,"When Daikichi's grandfather dies he leaves behind a young daughter named Rin. However, as most of the family is embarrassed at the idea of a 79-year-old man having a six-year-old child, they can't seem to figure out what to do with her. Disgusted by this behavior, Daikichi decides to take care of her himself, but he's a bachelor, has no idea how to raise a child, and isn't even all that comfortable with kids! Now, Daikichi must do the normal things a parent does such as enroll her in school, buy her clothing and teach her about the life and world around her. But more importantly, he must also help her deal with her father's death and decide whether or not she should try to find her mother. Together, the two begin their unlikely relationship as father and daughter, navigating each of life's bumps along the way.",['Production I.G'],"['Drama', 'Josei', 'Slice of Life', 'Childcare', 'Family Life', 'Iyashikei', 'Lifestyle Change', 'noitaminA', 'Single Parent', 'Based on a Manga']",[],21809,1533,11399,545,4.529,17790
Dr. Stone,TV,24,,No,Summer,"Several thousand years after a mysterious phenomenon that turns all of humanity to stone, the extraordinarily intelligent, science-driven boy, Senku Ishigami, awakens. Facing a world of stone and the total collapse of civilization, Senku makes up his mind to use science to rebuild the world. Starting with his super strong childhood friend Taiju Oki, who awakened at the same time, they will begin to rebuild civilization from nothing... Depicting two million years of scientific history from the Stone Age to present day, the unprecedented crafting adventure story is about to begin!","['TMS Entertainment', '8 Pan']","['Adventure', 'Comedy', 'Sci Fi', 'Shounen', 'Modern Knowledge', 'Person in a Strange World', 'Post-apocalyptic', 'Prehistoric', 'Survival', 'Based on a Manga']",[],17984,10330,8772,961,4.526,16498
The Disastrous Life of Saiki K. 2nd Season,TV,24,,No,Winter,Second season of The Disastrous Life of Saiki K.,['J.C. Staff'],"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Gag', 'Psychic Powers', 'School Life', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],9443,1455,3532,127,4.526,6635
Fruits Basket 2nd Season,TV,10,,Yes,Spring,Second season of Fruits Basket.,"['TMS Entertainment', '8 Pan']","['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Animal Transformation', 'Curse', 'Love Triangle', 'Based on a Manga']",[],,4160,4427,55,4.527,1194
Hotarubi no Mori e,Movie,1,45,No,,"While visiting her uncle for the summer, six year old Hotaru gets lost in the woods outside the village. Scared, the crying girl is eventually rescued by a gentle youkai named Gin, who is burdened with a curse that will cause him to disappear if ever touched by a human. Though they are barred from physical contact, the two become close friends. But after a few short years it becomes apparent that Gin ages more slowly than humans, so while Hotaru is growing up and changing, Gin remains in stasis. How will Hotaru adapt to the complicated emotions she develops as her and Gin's ages gradually converge?",[],"['Drama', 'Romance', 'Shoujo', 'Coming of Age', 'Forest', 'Japanese Mythology', 'Loneliness', 'Melancholy', 'Supernatural', 'Youkai', 'Based on a Manga']",[],26893,350,12717,64,4.525,20223
Yona of the Dawn: Zeno Arc,OVA,2,,No,,"The two anime episodes will completely cover the Zeno Arc, which tells the backstory of the character Zeno.",['Studio Pierrot'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Orphans', 'Political', 'Royalty', 'Based on a Manga']",['Violence'],5723,271,3474,29,4.524,3431
Natsume's Book of Friends Season 2,TV,13,,No,Winter,"Life continues as normal for Natsume - he still lives with the friendly Fujiwaras, walks home with his school friends, and spends his free time adventuring with spirits! However, as his encounters soon reveal, the relationship between spirits and humans is a delicate one and not always friendly either. As Natsume slowly uncovers the mystery of his grandmother Reiko as well as his own unique purpose, can he use the Book of Friends to reconcile the needs of spirits and humans?",[],"['Drama', 'Shoujo', 'Slice of Life', 'Bodyguards', 'Cats', 'Countryside', 'Episodic', 'Iyashikei', 'Japanese Mythology', 'Orphans', 'Supernatural', 'Youkai', 'Based on a Manga']",[],13864,710,6836,203,4.523,10441
Your lie in April,TV,22,,No,Fall,"Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. His monotonus life was about to change forever.",['A-1 Pictures'],"['Drama', 'Romance', 'Shounen', 'Classical Music', 'Illness', 'Melancholy', 'Mental Illness', 'Music', 'noitaminA', 'Psychological', 'School Life', 'Tournaments', 'Unrequited Love', 'Based on a Manga']","['Mature Themes', 'Physical Abuse', 'Domestic Abuse']",46037,5381,17173,2256,4.522,37082
